time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,Region
2014-03-16,0.4,-6.4,1.8,0.0,0.0,,32.8,,1019.9,,Indiana
2014-03-17,-4.0,-7.6,4.0,0.0,0.0,,12.6,,1014.1,,Indiana
2014-03-18,2.8,-2.6,11.8,0.0,0.0,,19.4,,1011.9,,Indiana
2014-03-19,8.4,1.8,11.8,0.0,0.0,,32.8,,1009.4,,Indiana
2014-03-20,4.0,-3.1,12.4,0.0,0.0,,20.2,,1017.8,,Indiana
2014-03-21,9.6,2.4,20.2,0.0,0.0,,19.1,,1012.9,,Indiana
2014-03-22,7.4,1.2,13.0,0.0,0.0,,19.8,,1017.9,,Indiana
2014-03-23,1.0,-4.1,4.0,0.0,0.0,,18.7,,1026.4,,Indiana
2014-03-24,-2.2,-6.4,4.0,0.0,0.0,,8.6,,1025.6,,Indiana
2014-03-25,-1.5,-4.8,1.8,0.0,0.0,,23.4,,1019.4,,Indiana
2014-03-26,-3.1,-9.2,5.2,0.0,0.0,,12.2,,1025.4,,Indiana
2014-03-27,3.4,-0.4,11.2,1.3,0.0,,22.0,,1014.3,,Indiana
2014-03-28,8.0,2.9,11.2,5.1,0.0,,26.3,,1012.9,,Indiana
2014-03-29,2.8,0.2,3.4,14.0,0.0,,20.5,,1018.8,,Indiana
2014-03-30,3.0,-4.1,13.0,0.0,0.0,,10.4,,1022.7,,Indiana
2014-03-31,9.5,1.8,19.5,0.0,0.0,,18.4,,1018.1,,Indiana
2014-04-01,14.4,8.0,18.0,1.3,0.0,,26.3,,1013.8,,Indiana
2014-04-02,9.0,5.2,12.4,10.2,0.0,,12.6,,1018.5,,Indiana
2014-04-03,12.4,9.6,19.0,43.2,0.0,,20.5,,1008.7,,Indiana
2014-04-04,9.2,2.4,13.0,8.9,0.0,,32.4,,1006.3,,Indiana
2014-04-05,4.6,1.2,10.2,0.0,0.0,,12.2,,1021.0,,Indiana
2014-04-06,7.2,1.8,13.4,0.0,0.0,,11.2,,1019.0,,Indiana
2014-04-07,8.6,5.2,9.6,21.1,0.0,,20.9,,1004.4,,Indiana
2014-04-08,7.2,2.4,14.0,2.5,0.0,,15.1,,1007.1,,Indiana
2014-04-09,8.8,2.4,16.2,0.0,0.0,,12.6,,1015.6,,Indiana
2014-04-10,13.8,6.8,23.4,4.6,0.0,,25.2,,1012.4,,Indiana
2014-04-11,14.8,9.0,19.5,2.5,0.0,,9.4,,1015.8,,Indiana
2014-04-12,15.8,6.8,25.8,0.0,0.0,,19.8,,1015.3,,Indiana
2014-04-13,20.4,17.3,24.0,0.0,0.0,,28.1,,1008.3,,Indiana
2014-04-14,14.6,-0.8,22.3,9.1,0.0,,24.5,,1005.2,,Indiana
2014-04-15,0.2,-2.0,3.4,0.5,0.0,,19.8,,1018.7,,Indiana
2014-04-16,2.0,-3.1,10.2,0.0,0.0,,19.1,,1026.2,,Indiana
2014-04-17,9.2,1.2,18.4,0.0,0.0,,15.1,,1024.6,,Indiana
2014-04-18,13.4,5.2,21.2,0.0,0.0,,9.4,,1024.6,,Indiana
2014-04-19,12.8,5.2,20.2,0.0,0.0,,15.8,,1025.4,,Indiana
2014-04-20,14.8,6.2,24.0,0.0,0.0,,8.3,,1022.6,,Indiana
2014-04-21,17.0,9.0,23.0,0.3,0.0,,13.3,,1015.3,,Indiana
2014-04-22,14.0,6.8,15.8,0.0,0.0,,20.9,,1011.9,,Indiana
2014-04-23,8.2,1.2,15.2,0.0,0.0,,11.2,,1018.5,,Indiana
2014-04-24,13.0,9.0,19.0,0.0,0.0,,23.0,,1013.8,,Indiana
2014-04-25,14.4,10.2,19.5,13.5,0.0,,19.4,,1007.4,,Indiana
2014-04-26,16.4,10.2,25.8,0.0,0.0,,17.3,,1012.1,,Indiana
2014-04-27,15.6,8.5,22.3,0.0,0.0,,24.1,,1012.4,,Indiana
2014-04-28,16.2,10.2,21.2,16.3,0.0,,23.4,,1004.4,,Indiana
2014-04-29,15.8,9.6,23.0,3.0,0.0,,22.3,,1002.2,,Indiana
2014-04-30,11.2,5.2,15.8,0.0,0.0,,18.0,,1008.8,,Indiana
2014-05-01,7.8,4.6,12.4,0.0,0.0,,25.6,,1011.7,,Indiana
2014-05-02,8.6,5.8,11.2,0.0,0.0,,19.1,,1012.4,,Indiana
2014-05-03,12.0,6.8,19.0,0.0,0.0,,23.0,,1010.8,,Indiana
2014-05-04,14.6,9.0,20.2,0.0,0.0,,17.3,,1014.9,,Indiana
2014-05-05,13.0,8.0,21.2,0.0,0.0,,17.3,,1012.7,,Indiana
2014-05-06,15.4,9.0,23.0,0.0,0.0,,21.2,,1012.4,,Indiana
2014-05-07,20.8,13.4,28.4,0.0,0.0,,19.8,,1011.5,,Indiana
2014-05-08,23.3,17.3,29.0,0.0,0.0,,23.8,,1013.7,,Indiana
2014-05-09,21.8,15.8,24.5,1.0,0.0,,21.6,,1010.7,,Indiana
2014-05-10,18.6,14.0,25.2,0.0,0.0,,10.1,,1013.3,,Indiana
2014-05-11,19.3,14.0,27.4,9.7,0.0,,15.1,,1015.6,,Indiana
2014-05-12,21.2,16.8,26.8,0.0,0.0,,20.2,,1015.3,,Indiana
2014-05-13,21.5,11.8,26.8,17.5,0.0,,21.6,,1015.5,,Indiana
2014-05-14,12.6,9.0,14.6,34.8,0.0,,19.1,,1016.9,,Indiana
2014-05-15,8.6,5.8,11.2,0.0,0.0,,19.1,,1013.5,,Indiana
2014-05-16,8.0,5.8,13.0,12.7,0.0,,14.8,,1016.0,,Indiana
2014-05-17,8.2,5.2,13.0,0.0,0.0,,11.2,,1021.2,,Indiana
2014-05-18,10.2,3.4,17.3,0.0,0.0,,5.0,,1025.0,,Indiana
2014-05-19,13.6,7.4,20.8,0.0,0.0,,16.2,,1022.7,,Indiana
2014-05-20,19.3,14.6,25.8,0.0,0.0,,18.4,,1015.3,,Indiana
2014-05-21,22.0,17.3,29.0,47.5,0.0,,16.6,,1012.5,,Indiana
2014-05-22,19.0,13.4,23.4,0.0,0.0,,14.0,,1015.9,,Indiana
2014-05-23,17.8,11.2,23.0,0.0,0.0,,11.2,,1020.1,,Indiana
2014-05-24,17.6,10.8,23.4,0.0,0.0,,5.4,,1021.3,,Indiana
2014-05-25,20.0,14.6,26.2,0.0,0.0,,7.9,,1019.9,,Indiana
2014-05-26,21.5,15.8,29.0,0.0,0.0,,12.2,,1017.6,,Indiana
2014-05-27,24.0,19.0,29.6,0.0,0.0,,15.8,,1014.9,,Indiana
2014-05-28,23.6,18.0,28.4,0.0,0.0,,13.7,,1014.3,,Indiana
2014-05-29,22.4,18.4,27.4,0.5,0.0,,7.6,,1016.3,,Indiana
2014-05-30,23.0,18.0,29.0,0.0,0.0,,14.0,,1018.7,,Indiana
2014-05-31,23.8,17.3,29.0,0.0,0.0,,14.0,,1020.1,,Indiana
2014-06-01,23.6,16.8,30.8,0.0,0.0,,13.7,,1018.2,,Indiana
2014-06-02,22.8,18.4,25.8,26.2,0.0,,23.0,,1015.6,,Indiana
2014-06-03,22.8,19.0,29.0,0.0,0.0,,16.9,,1014.2,,Indiana
2014-06-04,21.2,15.8,26.2,36.3,0.0,,17.3,,1009.3,,Indiana
2014-06-05,18.2,13.4,24.0,0.0,0.0,,12.2,,1012.6,,Indiana
2014-06-06,20.0,14.6,26.2,0.0,0.0,,7.6,,1015.0,,Indiana
2014-06-07,21.6,14.6,26.2,0.8,0.0,,14.0,,1013.8,,Indiana
2014-06-08,20.4,15.2,24.0,1.8,0.0,,19.8,,1009.9,,Indiana
2014-06-09,19.6,15.8,23.4,0.0,0.0,,11.5,,1013.9,,Indiana
2014-06-10,19.3,16.8,21.2,6.9,0.0,,17.3,,1010.0,,Indiana
2014-06-11,19.8,17.3,24.0,20.3,0.0,,14.8,,1006.4,,Indiana
2014-06-12,20.8,16.8,26.8,0.3,0.0,,17.3,,1009.5,,Indiana
2014-06-13,20.2,15.8,23.0,0.3,0.0,,16.9,,1013.5,,Indiana
2014-06-14,17.8,11.2,23.4,0.0,0.0,,10.8,,1018.7,,Indiana
2014-06-15,20.2,13.0,28.4,0.0,0.0,,17.3,,1016.3,,Indiana
2014-06-16,24.4,20.2,29.0,3.0,0.0,,13.3,,1017.7,,Indiana
2014-06-17,26.4,21.2,31.2,0.0,0.0,,23.4,,1015.6,,Indiana
2014-06-18,26.0,20.8,31.2,18.3,0.0,,17.6,,1015.8,,Indiana
2014-06-19,24.2,19.5,31.2,11.2,0.0,,12.2,,1017.1,,Indiana
2014-06-20,24.0,20.8,29.0,0.3,0.0,,10.8,,1014.8,,Indiana
2014-06-21,24.4,19.0,30.2,0.0,0.0,,9.0,,1013.4,,Indiana
2014-06-22,25.5,21.2,30.2,0.0,0.0,,11.2,,1011.7,,Indiana
2014-06-23,25.2,19.5,31.2,18.8,0.0,,14.4,,1011.8,,Indiana
2014-06-24,22.3,20.8,26.2,14.0,0.0,,10.8,,1011.8,,Indiana
2014-06-25,22.8,17.3,28.4,0.0,0.0,,11.2,,1013.7,,Indiana
2014-06-26,24.4,19.0,30.2,0.0,0.0,,8.6,,1016.1,,Indiana
2014-06-27,25.4,20.8,30.2,0.0,0.0,,12.6,,1016.5,,Indiana
2014-06-28,24.2,21.2,28.4,1.3,0.0,,13.7,,1017.5,,Indiana
2014-06-29,24.5,21.2,28.0,0.0,0.0,,18.0,,1016.4,,Indiana
2014-06-30,23.4,19.5,29.6,19.3,0.0,,17.3,,1012.5,,Indiana
2014-07-01,25.2,19.0,30.2,3.3,0.0,,16.9,,1009.2,,Indiana
2014-07-02,23.0,17.3,26.2,0.0,0.0,,17.6,,1012.8,,Indiana
2014-07-03,18.5,15.8,23.0,0.0,0.0,,14.8,,1018.7,,Indiana
2014-07-04,19.4,12.4,26.2,0.0,0.0,,9.7,,1024.4,,Indiana
2014-07-05,21.0,15.2,26.2,0.0,0.0,,10.8,,1023.7,,Indiana
2014-07-06,22.2,18.0,28.4,0.8,0.0,,18.0,,1015.6,,Indiana
2014-07-07,23.8,20.2,26.2,0.0,0.0,,20.5,,1009.7,,Indiana
2014-07-08,23.3,19.5,27.4,8.1,0.0,,24.5,,1008.2,,Indiana
2014-07-09,22.3,16.8,27.4,0.0,0.0,,14.4,,1013.4,,Indiana
2014-07-10,21.4,16.2,26.8,0.0,0.0,,11.2,,1019.1,,Indiana
2014-07-11,22.0,15.8,27.4,0.0,0.0,,7.9,,1021.6,,Indiana
2014-07-12,22.8,19.5,26.8,1.8,0.0,,14.4,,1019.2,,Indiana
2014-07-13,25.8,22.3,29.0,0.0,0.0,,16.2,,1013.6,,Indiana
2014-07-14,23.8,18.4,29.6,9.9,0.0,,11.9,,1011.3,,Indiana
2014-07-15,18.0,13.4,21.8,0.0,0.0,,18.0,,1012.7,,Indiana
2014-07-16,17.0,11.8,22.3,0.0,0.0,,11.2,,1015.7,,Indiana
2014-07-17,18.6,11.8,25.2,0.0,0.0,,7.2,,1019.0,,Indiana
2014-07-18,20.5,14.0,25.8,0.0,0.0,,9.7,,1020.4,,Indiana
2014-07-19,19.0,14.6,25.2,0.0,0.0,,7.9,,1017.8,,Indiana
2014-07-20,21.2,15.8,27.4,0.0,0.0,,4.7,,1017.0,,Indiana
2014-07-21,23.2,16.8,29.6,0.0,0.0,,4.0,,1018.4,,Indiana
2014-07-22,25.8,19.5,31.2,0.0,0.0,,10.8,,1017.7,,Indiana
2014-07-23,23.5,16.8,24.5,40.9,0.0,,14.4,,1016.0,,Indiana
2014-07-24,19.8,14.6,24.5,0.0,0.0,,13.3,,1017.8,,Indiana
2014-07-25,19.3,13.4,23.4,0.0,0.0,,7.9,,1017.0,,Indiana
2014-07-26,23.0,19.5,28.0,2.5,0.0,,14.0,,1012.0,,Indiana
2014-07-27,23.2,19.0,29.6,5.6,0.0,,17.6,,1008.6,,Indiana
2014-07-28,19.6,14.0,23.0,0.0,0.0,,21.6,,1014.2,,Indiana
2014-07-29,17.0,11.2,24.0,5.3,0.0,,10.1,,1017.7,,Indiana
2014-07-30,18.8,14.0,25.8,0.5,0.0,,12.6,,1017.0,,Indiana
2014-07-31,20.8,15.2,26.8,0.0,0.0,,9.4,,1017.9,,Indiana
2014-08-01,22.0,16.2,28.0,0.3,0.0,,5.8,,1018.5,,Indiana
2014-08-02,21.3,17.3,28.0,0.0,0.0,,9.7,,1019.0,,Indiana
2014-08-03,22.8,16.2,29.0,0.0,0.0,,7.2,,1019.7,,Indiana
2014-08-04,23.2,16.8,29.6,0.0,0.0,,5.0,,1019.0,,Indiana
2014-08-05,22.5,18.4,27.4,0.0,0.0,,4.7,,1017.0,,Indiana
2014-08-06,22.5,17.3,26.2,0.0,0.0,,8.6,,1016.0,,Indiana
2014-08-07,21.8,18.0,25.8,0.0,0.0,,15.5,,1017.3,,Indiana
2014-08-08,21.5,18.4,23.4,0.8,0.0,,16.2,,1016.4,,Indiana
2014-08-09,22.8,20.2,28.4,0.0,0.0,,15.8,,1015.7,,Indiana
2014-08-10,24.3,21.2,29.0,3.3,0.0,,10.8,,1014.4,,Indiana
2014-08-11,23.4,20.2,28.0,2.5,0.0,,13.7,,1010.6,,Indiana
2014-08-12,19.8,14.6,21.8,0.0,0.0,,19.4,,1010.8,,Indiana
2014-08-13,19.0,13.0,26.2,0.0,0.0,,13.0,,1016.3,,Indiana
2014-08-14,22.0,15.2,27.4,0.0,0.0,,12.6,,1016.2,,Indiana
2014-08-15,17.8,9.6,25.2,0.0,0.0,,6.1,,1017.4,,Indiana
2014-08-16,19.0,15.2,24.0,2.3,0.0,,10.4,,1015.0,,Indiana
2014-08-17,22.0,18.4,27.4,0.8,0.0,,12.6,,1012.9,,Indiana
2014-08-18,23.8,18.4,30.2,0.0,0.0,,8.3,,1010.4,,Indiana
2014-08-19,24.4,18.4,30.2,12.7,0.0,,14.8,,1009.3,,Indiana
2014-08-20,22.5,18.0,28.4,0.0,0.0,,12.6,,1012.4,,Indiana
2014-08-21,24.5,21.2,30.2,4.1,0.0,,11.5,,1015.3,,Indiana
2014-08-22,25.8,23.0,30.2,0.5,0.0,,9.4,,1014.5,,Indiana
2014-08-23,25.3,21.2,31.2,20.6,0.0,,8.6,,1014.5,,Indiana
2014-08-24,24.4,21.2,30.2,0.0,0.0,,7.6,,1015.3,,Indiana
2014-08-25,27.2,21.8,32.4,19.8,0.0,,9.0,,1016.8,,Indiana
2014-08-26,25.0,20.8,34.0,6.6,0.0,,5.8,,1018.2,,Indiana
2014-08-27,25.5,21.2,31.2,0.0,0.0,,7.6,,1017.9,,Indiana
2014-08-28,23.8,19.0,29.0,0.0,0.0,,11.5,,1017.4,,Indiana
2014-08-29,24.0,20.2,30.8,0.0,0.0,,14.4,,1015.6,,Indiana
2014-08-30,24.2,21.8,25.8,0.5,0.0,,19.1,,1014.6,,Indiana
2014-08-31,23.4,20.8,28.4,0.3,0.0,,15.1,,1014.6,,Indiana
2014-09-01,24.4,21.8,28.0,0.0,0.0,,20.5,,1012.2,,Indiana
2014-09-02,22.3,18.4,26.2,25.4,0.0,,13.7,,1013.4,,Indiana
2014-09-03,22.6,18.0,28.4,0.0,0.0,,9.7,,1016.6,,Indiana
2014-09-04,24.5,19.0,30.8,0.0,0.0,,13.3,,1017.3,,Indiana
2014-09-05,26.4,21.2,32.4,0.5,0.0,,16.9,,1016.8,,Indiana
2014-09-06,21.3,15.8,23.0,0.0,0.0,,14.4,,1018.1,,Indiana
2014-09-07,18.3,12.4,24.5,0.0,0.0,,11.9,,1021.3,,Indiana
2014-09-08,19.4,13.4,26.2,0.0,0.0,,7.9,,1018.9,,Indiana
2014-09-09,19.8,14.0,27.4,0.0,0.0,,9.7,,1016.5,,Indiana
2014-09-10,22.8,19.5,28.0,22.9,0.0,,24.8,,1008.3,,Indiana
2014-09-11,18.3,13.4,21.8,0.0,0.0,,20.5,,1015.9,,Indiana
2014-09-12,14.4,11.8,18.0,0.0,0.0,,13.7,,1022.4,,Indiana
2014-09-13,13.0,8.5,17.3,0.0,0.0,,16.2,,1024.9,,Indiana
2014-09-14,13.6,8.0,20.2,0.0,0.0,,6.8,,1024.9,,Indiana
2014-09-15,13.8,9.6,18.4,13.7,0.0,,7.9,,1021.0,,Indiana
2014-09-16,14.2,10.2,19.5,0.3,0.0,,9.4,,1020.5,,Indiana
2014-09-17,13.4,7.4,19.5,0.0,0.0,,5.0,,1017.3,,Indiana
2014-09-18,15.8,9.6,22.3,0.0,0.0,,8.6,,1017.9,,Indiana
2014-09-19,17.2,11.8,23.0,0.0,0.0,,12.6,,1019.8,,Indiana
2014-09-20,19.0,12.4,26.8,0.5,0.0,,14.8,,1015.2,,Indiana
2014-09-21,21.0,13.4,23.4,1.0,0.0,,27.4,,1012.2,,Indiana
2014-09-22,14.0,8.5,19.0,0.0,0.0,,11.5,,1022.7,,Indiana
2014-09-23,14.6,8.5,22.3,0.0,0.0,,7.6,,1026.2,,Indiana
2014-09-24,17.2,8.5,24.5,0.0,0.0,,7.9,,1026.0,,Indiana
2014-09-25,18.4,12.4,25.8,0.0,0.0,,2.9,,1024.3,,Indiana
2014-09-26,19.8,13.0,28.0,0.0,0.0,,7.6,,1022.8,,Indiana
2014-09-27,20.5,13.4,27.4,0.0,0.0,,9.0,,1021.9,,Indiana
2014-09-28,21.2,14.6,28.4,0.0,0.0,,4.3,,1019.1,,Indiana
2014-09-29,20.8,12.4,28.0,0.0,0.0,,7.2,,1015.3,,Indiana
2014-09-30,17.6,11.2,21.8,0.0,0.0,,12.6,,1013.8,,Indiana
2014-10-01,15.8,9.6,24.5,0.0,0.0,,11.2,,1015.1,,Indiana
2014-10-02,20.0,15.8,27.4,3.6,0.0,,17.6,,1012.2,,Indiana
2014-10-03,19.6,6.8,23.0,7.1,0.0,,28.1,,1005.2,,Indiana
2014-10-04,7.4,4.6,9.6,0.0,0.0,,25.9,,1010.2,,Indiana
2014-10-05,9.0,4.6,15.2,3.3,0.0,,16.6,,1009.2,,Indiana
2014-10-06,12.0,5.8,19.5,0.5,0.0,,18.4,,1005.6,,Indiana
2014-10-07,11.8,8.0,16.8,8.4,0.0,,15.1,,1008.3,,Indiana
2014-10-08,12.8,6.2,20.2,0.0,0.0,,14.8,,1016.2,,Indiana
2014-10-09,11.2,7.4,13.4,0.5,0.0,,5.0,,1019.1,,Indiana
2014-10-10,11.2,9.6,12.4,0.3,0.0,,13.7,,1018.6,,Indiana
2014-10-11,10.4,5.8,14.0,0.0,0.0,,14.0,,1020.8,,Indiana
2014-10-12,11.5,7.4,16.8,7.6,0.0,,15.8,,1017.1,,Indiana
2014-10-13,18.4,14.6,24.5,14.5,0.0,,21.6,,1010.3,,Indiana
2014-10-14,17.8,13.0,19.5,14.2,0.0,,25.9,,1001.8,,Indiana
2014-10-15,12.8,11.8,13.4,4.6,0.0,,10.1,,1006.0,,Indiana
2014-10-16,13.6,10.8,16.2,0.0,0.0,,14.8,,1009.1,,Indiana
2014-10-17,13.8,10.2,20.2,0.0,0.0,,23.4,,1006.9,,Indiana
2014-10-18,10.8,8.0,12.4,2.3,0.0,,19.1,,1016.2,,Indiana
2014-10-19,9.0,6.2,13.4,0.0,0.0,,11.2,,1021.9,,Indiana
2014-10-20,11.8,8.0,20.2,0.3,0.0,,18.4,,1013.4,,Indiana
2014-10-21,11.0,6.8,14.0,0.5,0.0,,15.1,,1018.1,,Indiana
2014-10-22,8.8,3.4,14.0,0.0,0.0,,10.1,,1025.0,,Indiana
2014-10-23,8.8,2.9,15.8,0.0,0.0,,4.3,,1022.9,,Indiana
2014-10-24,10.8,4.6,19.0,0.0,0.0,,6.8,,1018.3,,Indiana
2014-10-25,15.6,10.2,24.5,0.0,0.0,,15.8,,1014.3,,Indiana
2014-10-26,14.0,5.8,20.2,0.0,0.0,,7.9,,1015.1,,Indiana
2014-10-27,17.2,10.8,26.8,0.0,0.0,,22.3,,1010.0,,Indiana
2014-10-28,18.0,8.0,21.2,7.9,0.0,,22.0,,1012.2,,Indiana
2014-10-29,8.6,4.0,12.4,0.0,0.0,,16.9,,1018.9,,Indiana
2014-10-30,6.8,1.2,11.8,0.0,0.0,,4.3,,1020.0,,Indiana
2014-10-31,6.2,0.8,8.5,5.1,0.0,,24.5,,1017.0,,Indiana
2014-11-01,1.8,-1.5,6.2,0.0,0.0,,20.5,,1026.3,,Indiana
2014-11-02,2.0,-4.1,10.2,0.0,0.0,,7.6,,1029.6,,Indiana
2014-11-03,10.0,5.8,19.0,0.0,0.0,,21.2,,1023.5,,Indiana
2014-11-04,12.0,6.8,14.0,7.6,0.0,,22.7,,1019.0,,Indiana
2014-11-05,7.8,4.6,12.4,0.0,0.0,,8.6,,1021.1,,Indiana
2014-11-06,7.2,4.0,8.5,2.3,0.0,,26.3,,1014.6,,Indiana
2014-11-07,4.2,0.8,8.0,0.0,0.0,,11.9,,1020.2,,Indiana
2014-11-08,5.4,2.4,9.0,0.0,0.0,,16.9,,1012.7,,Indiana
2014-11-09,4.2,-1.5,10.8,0.0,0.0,,14.8,,1014.5,,Indiana
2014-11-10,8.8,3.4,16.8,0.0,0.0,,20.5,,1009.7,,Indiana
2014-11-11,10.6,1.2,16.2,1.5,0.0,,23.0,,1010.3,,Indiana
2014-11-12,0.2,-2.6,1.2,0.0,0.0,,18.0,,1024.8,,Indiana
2014-11-13,-3.2,-6.4,-2.6,0.0,0.0,,19.4,,1026.9,,Indiana
2014-11-14,-4.6,-8.0,0.2,0.0,0.0,,10.8,,1028.6,,Indiana
2014-11-15,-4.0,-8.0,1.2,0.0,0.0,,6.8,,1028.1,,Indiana
2014-11-16,-0.4,-2.0,1.8,5.6,0.0,,6.8,,1019.2,,Indiana
2014-11-17,-4.1,-10.4,-1.5,0.0,5.0,,25.9,,1014.3,,Indiana
2014-11-18,-9.6,-12.5,-7.0,0.0,3.0,,25.9,,1022.6,,Indiana
2014-11-19,-4.8,-9.8,2.9,0.0,3.0,,28.4,,1016.9,,Indiana
2014-11-20,-4.0,-8.0,-0.8,0.0,0.0,,22.7,,1021.6,,Indiana
2014-11-21,-5.2,-10.8,0.8,0.0,0.0,,11.2,,1030.4,,Indiana
2014-11-22,4.2,-0.8,13.4,0.5,0.0,,18.4,,1020.5,,Indiana
2014-11-23,10.4,6.8,13.0,48.5,0.0,,19.8,,1005.0,,Indiana
2014-11-24,8.5,2.4,13.0,4.6,0.0,,37.1,,998.3,,Indiana
2014-11-25,0.8,-3.1,2.4,0.0,0.0,,19.1,,1019.0,,Indiana
2014-11-26,-2.0,-3.1,1.2,0.0,0.0,,9.7,,1020.2,,Indiana
2014-11-27,-2.2,-4.1,-0.4,0.0,0.0,,18.0,,1026.2,,Indiana
2014-11-28,-3.4,-7.0,1.2,0.0,0.0,,15.1,,1024.9,,Indiana
2014-11-29,3.8,-0.8,14.0,0.0,0.0,,23.0,,1011.6,,Indiana
2014-11-30,15.4,4.0,18.0,0.5,0.0,,29.2,,1011.8,,Indiana
2014-12-01,3.2,-3.1,4.0,0.5,0.0,,22.0,,1030.4,,Indiana
2014-12-02,-1.6,-3.1,0.8,0.3,0.0,,14.4,,1025.8,,Indiana
2014-12-03,1.3,-2.0,6.2,0.3,0.0,,16.9,,1024.8,,Indiana
2014-12-04,-0.2,-1.5,1.8,1.5,0.0,,11.9,,1027.6,,Indiana
2014-12-05,2.4,1.2,4.6,24.9,0.0,,11.2,,1022.1,,Indiana
2014-12-06,3.4,-0.8,4.6,6.6,0.0,,23.0,,1027.4,,Indiana
2014-12-07,0.6,-3.1,4.0,0.0,0.0,,16.9,,1033.7,,Indiana
2014-12-08,2.0,-0.4,5.2,1.5,0.0,,13.7,,1022.1,,Indiana
2014-12-09,2.4,0.2,4.0,0.3,0.0,,20.2,,1022.6,,Indiana
2014-12-10,1.2,-0.8,1.8,0.0,0.0,,15.8,,1025.5,,Indiana
2014-12-11,0.4,-3.6,2.9,0.0,0.0,,15.5,,1024.3,,Indiana
2014-12-12,-2.1,-5.4,1.8,0.0,0.0,,13.0,,1027.1,,Indiana
2014-12-13,3.4,1.2,8.0,0.0,0.0,,11.9,,1024.4,,Indiana
2014-12-14,6.4,5.2,9.0,0.0,0.0,,10.8,,1020.7,,Indiana
2014-12-15,6.2,5.2,6.8,0.3,0.0,,16.2,,1013.9,,Indiana
2014-12-16,5.4,-0.4,8.0,4.8,0.0,,26.6,,1011.6,,Indiana
2014-12-17,-2.4,-4.8,-0.4,0.0,0.0,,18.0,,1024.7,,Indiana
2014-12-18,-3.8,-5.4,-2.6,0.0,0.0,,5.4,,1025.5,,Indiana
2014-12-19,-4.1,-7.0,-1.5,0.0,0.0,,4.7,,1026.0,,Indiana
2014-12-20,-1.4,-3.6,0.2,0.0,0.0,,1.8,,1025.9,,Indiana
2014-12-21,-2.2,-6.4,2.4,0.0,0.0,,9.0,,1023.9,,Indiana
2014-12-22,1.0,-2.6,8.0,1.0,0.0,,15.8,,1011.8,,Indiana
2014-12-23,9.0,7.4,13.0,4.3,0.0,,13.7,,1006.2,,Indiana
2014-12-24,5.4,1.2,7.4,13.2,0.0,,22.7,,1002.1,,Indiana
2014-12-25,2.0,-0.4,5.2,0.3,0.0,,19.1,,1016.2,,Indiana
2014-12-26,3.4,-0.8,11.2,0.0,0.0,,16.6,,1020.7,,Indiana
2014-12-27,7.2,0.8,8.0,5.1,0.0,,17.6,,1019.6,,Indiana
2014-12-28,0.2,-5.4,0.8,0.0,0.0,,12.2,,1021.9,,Indiana
2014-12-29,-3.2,-6.4,2.9,0.0,0.0,,12.6,,1026.5,,Indiana
2014-12-30,-3.1,-9.2,-0.4,0.0,0.0,,15.5,,1034.5,,Indiana
2014-12-31,-8.5,-12.5,-4.8,0.0,0.0,,18.4,,1033.3,,Indiana
2015-01-01,-4.8,-7.6,1.2,0.0,0.0,,23.8,,1022.7,,Indiana
2015-01-02,-0.6,-3.6,4.0,0.0,0.0,,10.4,,1025.3,,Indiana
2015-01-03,3.4,0.8,11.2,20.1,0.0,,13.3,,1013.2,,Indiana
2015-01-04,2.4,-10.8,6.8,0.3,0.0,,31.0,,1016.1,,Indiana
2015-01-05,-11.8,-15.4,-9.8,2.8,0.0,,16.6,,1035.6,,Indiana
2015-01-06,-9.4,-12.5,-7.0,2.0,5.0,,14.4,,1027.5,,Indiana
2015-01-07,-13.8,-20.8,-10.8,0.0,3.0,,29.2,,1036.3,,Indiana
2015-01-08,-18.0,-21.5,-6.4,0.0,3.0,,25.9,,1030.2,,Indiana
2015-01-09,-10.6,-17.0,-5.8,0.0,3.0,,30.2,,1026.5,,Indiana
2015-01-10,-13.8,-19.2,-4.1,0.0,3.0,,16.2,,1033.2,,Indiana
2015-01-11,-2.6,-5.8,1.2,10.9,3.0,,13.3,,1027.7,,Indiana
2015-01-12,-1.0,-7.0,-0.4,4.8,0.0,,16.9,,1027.6,,Indiana
2015-01-13,-7.4,-13.0,-4.8,0.0,0.0,,18.7,,1035.4,,Indiana
2015-01-14,-11.2,-14.8,-5.8,0.0,0.0,,5.8,,1028.5,,Indiana
2015-01-15,-4.9,-10.4,2.4,0.0,0.0,,13.7,,1021.6,,Indiana
2015-01-16,-1.2,-5.8,5.8,0.0,0.0,,9.4,,1021.2,,Indiana
2015-01-17,2.4,-2.6,10.8,0.0,0.0,,24.8,,1013.2,,Indiana
2015-01-18,4.0,-2.0,6.8,0.3,0.0,,19.8,,1012.0,,Indiana
2015-01-19,0.8,-4.8,8.5,0.0,0.0,,5.0,,1015.6,,Indiana
2015-01-20,3.8,-0.8,10.2,0.0,0.0,,11.5,,1013.0,,Indiana
2015-01-21,1.8,-0.8,6.2,0.0,0.0,,18.7,,1018.2,,Indiana
2015-01-22,-0.2,-2.0,0.8,0.0,0.0,,9.4,,1028.9,,Indiana
2015-01-23,-1.6,-4.1,1.2,0.0,0.0,,7.9,,1022.3,,Indiana
